Date,name,trainer,Analytic_W1,Independent_W1,Determined_W1,Professional_W1,Studious_W1,Imaginative_W1,Analytic_W2,Independent_W2,Determined_W2,Professional_W2,Studious_W2,Imaginative_W2,Analytic_W3,Independent_W3,Determined_W3,Professional_W3,Studious_W3,Imaginative_W3,Analytic_W4,Independent_W4,Determined_W4,Professional_W4,Studious_W4,Imaginative_W4,Analytic_W5,Independent_W5,Determined_W5,Professional_W5,Studious_W5,Imaginative_W5,Analytic_W6,Independent_W6,Determined_W6,Professional_W6,Studious_W6,Imaginative_W6,Analytic_W7,Independent_W7,Determined_W7,Professional_W7,Studious_W7,Imaginative_W7,Analytic_W8,Independent_W8,Determined_W8,Professional_W8,Studious_W8,Imaginative_W8,Analytic_W9,Independent_W9,Determined_W9,Professional_W9,Studious_W9,Imaginative_W9,Analytic_W10,Independent_W10,Determined_W10,Professional_W10,Studious_W10,Imaginative_W10
29_2019-12-30,Daryle Janoch,Eshal Brandt,6.0,1.0,3.0,3.0,5.0,1.0,4.0,2.0,4.0,1.0,8.0,1.0,1.0,6.0,1.0,4.0,1.0,1.0,6.0,7.0,1.0,3.0,5.0,5.0,5.0,5.0,8.0,6.0,4.0,8.0,8.0,6.0,4.0,6.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
29_2019-12-30,Aluino Sainter,Eshal Brandt,3.0,3.0,5.0,4.0,1.0,2.0,3.0,5.0,5.0,3.0,1.0,3.0,1.0,2.0,4.0,1.0,8.0,3.0,5.0,6.0,4.0,5.0,6.0,1.0,7.0,3.0,4.0,5.0,6.0,7.0,6.0,4.0,4.0,3.0,4.0,4.0,8.0,8.0,4.0,8.0,7.0,8.0,5.0,7.0,7.0,4.0,8.0,3.0,8.0,8.0,7.0,8.0,7.0,3.0,8.0,8.0,8.0,8.0,8.0,7.0
29_2019-12-30,Magda Mckirton,Eshal Brandt,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,5.0,1.0,4.0,2.0,2.0,4.0,3.0,4.0,7.0,6.0,5.0,3.0,3.0,8.0,5.0,3.0,8.0,3.0,6.0,6.0,8.0,7.0,4.0,6.0,6.0,6.0,7.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,5.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
29_2019-12-30,Caryn Adriaan,Eshal Brandt,3.0,1.0,1.0,3.0,4.0,5.0,2.0,4.0,6.0,1.0,2.0,2.0,4.0,5.0,3.0,6.0,3.0,3.0,2.0,5.0,4.0,7.0,7.0,4.0,5.0,8.0,8.0,8.0,7.0,4.0,8.0,5.0,7.0,8.0,5.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0
29_2019-12-30,Redd Jurges,Macey Broughton,1.0,8.0,2.0,2.0,2.0,4.0,2.0,1.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,1.0,3.0,8.0,4.0,6.0,8.0,7.0,7.0,7.0,3.0,3.0,8.0,8.0,5.0,1.0,5.0,3.0,8.0,6.0,7.0,8.0,6.0,8.0,8.0,8.0,5.0,7.0,3.0,7.0,8.0,6.0,8.0,,,,,,,,,,,,
29_2019-12-30,Fabian Exell,Macey Broughton,2.0,6.0,3.0,6.0,3.0,1.0,3.0,3.0,3.0,1.0,6.0,6.0,5.0,4.0,4.0,6.0,1.0,1.0,6.0,8.0,5.0,8.0,5.0,7.0,2.0,8.0,8.0,7.0,3.0,1.0,7.0,4.0,8.0,3.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,6.0,8.0,6.0,8.0,,,,,,,,,,,,
29_2019-12-30,Solly Kollas,Macey Broughton,4.0,4.0,6.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,1.0,5.0,4.0,2.0,3.0,7.0,5.0,6.0,7.0,4.0,3.0,8.0,5.0,5.0,6.0,5.0,3.0,5.0,6.0,3.0,5.0,8.0,2.0,4.0,6.0,8.0,8.0,8.0,7.0,8.0,3.0,8.0,8.0,8.0,4.0,7.0,8.0,,,,,,,,,,,,
29_2019-12-30,Barbabas Huygens,Macey Broughton,2.0,5.0,5.0,3.0,3.0,7.0,4.0,2.0,2.0,1.0,6.0,5.0,4.0,3.0,4.0,3.0,1.0,1.0,5.0,8.0,6.0,7.0,3.0,7.0,6.0,5.0,7.0,5.0,4.0,6.0,3.0,7.0,2.0,7.0,6.0,3.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,8.0,,,,,,,,,,,,
29_2019-12-30,Liuka Drissell,Macey Broughton,3.0,3.0,4.0,1.0,3.0,1.0,8.0,3.0,5.0,2.0,4.0,3.0,5.0,2.0,1.0,3.0,7.0,4.0,3.0,3.0,7.0,8.0,8.0,2.0,4.0,5.0,5.0,8.0,4.0,7.0,7.0,7.0,7.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,5.0,8.0,8.0,7.0,6.0,,,,,,,,,,,,
29_2019-12-30,Vikki Godsal,Macey Broughton,3.0,4.0,2.0,1.0,2.0,3.0,4.0,5.0,5.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,4.0,7.0,5.0,8.0,8.0,3.0,5.0,5.0,5.0,4.0,3.0,4.0,8.0,4.0,4.0,4.0,8.0,5.0,6.0,5.0,6.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,6.0,8.0,8.0,6.0,,,,,,,,,,,,
29_2019-12-30,Ealasaid Badcock,Macey Broughton,5.0,4.0,4.0,3.0,1.0,3.0,2.0,6.0,1.0,5.0,3.0,3.0,6.0,3.0,6.0,2.0,3.0,4.0,5.0,6.0,5.0,4.0,8.0,5.0,5.0,8.0,6.0,8.0,3.0,7.0,8.0,5.0,3.0,2.0,6.0,7.0,6.0,8.0,8.0,8.0,7.0,5.0,8.0,8.0,7.0,8.0,8.0,6.0,,,,,,,,,,,,
29_2019-12-30,Gal Wallwood,Macey Broughton,4.0,4.0,2.0,4.0,6.0,3.0,2.0,3.0,2.0,4.0,3.0,8.0,1.0,5.0,3.0,4.0,2.0,4.0,3.0,8.0,2.0,7.0,5.0,6.0,2.0,3.0,7.0,6.0,4.0,6.0,6.0,7.0,3.0,4.0,2.0,8.0,7.0,8.0,7.0,5.0,6.0,7.0,8.0,8.0,8.0,8.0,6.0,8.0,,,,,,,,,,,,
29_2019-12-30,Lotte Witherop,Macey Broughton,3.0,3.0,6.0,2.0,4.0,2.0,2.0,1.0,2.0,3.0,2.0,5.0,1.0,2.0,2.0,3.0,3.0,1.0,6.0,7.0,6.0,3.0,5.0,4.0,7.0,6.0,7.0,5.0,8.0,3.0,6.0,8.0,6.0,8.0,4.0,6.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,
29_2019-12-30,Bella Tarbox,Macey Broughton,2.0,2.0,2.0,1.0,3.0,4.0,1.0,3.0,2.0,1.0,3.0,3.0,3.0,6.0,1.0,2.0,3.0,1.0,5.0,3.0,8.0,7.0,5.0,2.0,6.0,4.0,7.0,7.0,7.0,3.0,5.0,2.0,6.0,4.0,6.0,2.0,6.0,8.0,8.0,8.0,8.0,7.0,3.0,8.0,8.0,8.0,6.0,8.0,,,,,,,,,,,,
29_2019-12-30,Gabby Neilson,Macey Broughton,3.0,2.0,1.0,5.0,2.0,1.0,5.0,1.0,1.0,2.0,6.0,3.0,2.0,5.0,3.0,2.0,2.0,5.0,8.0,5.0,8.0,6.0,8.0,4.0,8.0,6.0,4.0,4.0,6.0,3.0,3.0,7.0,6.0,5.0,2.0,5.0,7.0,8.0,8.0,8.0,5.0,5.0,7.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,
29_2019-12-30,Zitella Hembery,Macey Broughton,2.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,5.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29_2019-12-30,Danielle Absolom,Igor Coates,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,5.0,2.0,5.0,1.0,4.0,4.0,4.0,2.0,1.0,3.0,4.0,7.0,6.0,4.0,8.0,5.0,4.0,6.0,8.0,5.0,8.0,4.0,6.0,3.0,5.0,6.0,8.0,4.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,8.0,8.0,8.0,5.0,8.0,8.0,4.0,6.0,8.0,8.0,7.0,6.0,8.0,8.0
29_2019-12-30,Hughie Yeliashev,Igor Coates,4.0,4.0,1.0,2.0,1.0,4.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,5.0,2.0,6.0,8.0,6.0,2.0,3.0,6.0,4.0,6.0,7.0,6.0,4.0,5.0,5.0,7.0,5.0,7.0,4.0,5.0,6.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,3.0,5.0,6.0,8.0,6.0,7.0,8.0,8.0,4.0,8.0,8.0,8.0
29_2019-12-30,Sher Biesinger,Igor Coates,3.0,1.0,5.0,4.0,3.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,5.0,2.0,4.0,6.0,1.0,1.0,8.0,8.0,2.0,8.0,5.0,8.0,4.0,2.0,4.0,3.0,8.0,5.0,8.0,6.0,3.0,4.0,5.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,3.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,6.0,8.0,6.0,8.0,8.0
29_2019-12-30,Pepe Bendig,Igor Coates,4.0,4.0,2.0,3.0,3.0,3.0,4.0,1.0,4.0,2.0,3.0,2.0,3.0,1.0,5.0,1.0,2.0,6.0,7.0,5.0,3.0,5.0,8.0,4.0,8.0,8.0,7.0,4.0,2.0,7.0,6.0,5.0,6.0,7.0,5.0,4.0,8.0,4.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0
29_2019-12-30,Neal Ginglell,Igor Coates,3.0,4.0,2.0,2.0,7.0,4.0,1.0,2.0,5.0,3.0,5.0,2.0,5.0,4.0,8.0,6.0,2.0,3.0,2.0,7.0,8.0,8.0,7.0,7.0,3.0,4.0,2.0,8.0,4.0,8.0,3.0,5.0,6.0,8.0,3.0,5.0,8.0,5.0,6.0,6.0,7.0,7.0,7.0,8.0,4.0,8.0,7.0,8.0,8.0,8.0,5.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0
29_2019-12-30,Rozamond Wilton,Igor Coates,3.0,2.0,2.0,1.0,2.0,5.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,6.0,1.0,5.0,3.0,2.0,1.0,8.0,8.0,3.0,5.0,1.0,8.0,6.0,8.0,6.0,4.0,3.0,4.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,4.0,7.0,8.0,6.0,8.0,7.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0
29_2019-12-30,Glenn Coaker,Igor Coates,6.0,4.0,1.0,2.0,4.0,2.0,2.0,4.0,3.0,3.0,7.0,3.0,3.0,4.0,4.0,2.0,5.0,4.0,7.0,7.0,2.0,5.0,5.0,7.0,6.0,8.0,8.0,8.0,6.0,2.0,6.0,5.0,6.0,7.0,5.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,6.0,8.0,5.0,8.0,6.0,8.0,7.0,7.0,6.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,7.0
29_2019-12-30,Daisy Brims,Igor Coates,1.0,4.0,3.0,2.0,3.0,2.0,4.0,5.0,2.0,3.0,3.0,6.0,2.0,4.0,1.0,4.0,4.0,2.0,7.0,8.0,8.0,6.0,5.0,5.0,7.0,4.0,5.0,8.0,3.0,8.0,4.0,6.0,3.0,6.0,8.0,3.0,8.0,6.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,7.0,8.0,3.0,8.0,8.0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0
29_2019-12-30,Lalo Halton,Igor Coates,4.0,1.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,5.0,1.0,2.0,3.0,1.0,1.0,2.0,5.0,5.0,4.0,4.0,7.0,4.0,8.0,3.0,5.0,5.0,6.0,4.0,8.0,8.0,7.0,8.0,3.0,6.0,8.0,4.0,8.0,8.0,8.0,7.0,6.0,8.0,8.0,8.0,5.0,4.0,8.0,8.0,3.0,7.0,8.0,6.0,8.0,7.0,8.0,8.0,6.0,8.0,8.0
29_2019-12-30,Palm Jakovijevic,Igor Coates,2.0,1.0,1.0,5.0,3.0,6.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,4.0,6.0,4.0,1.0,3.0,8.0,3.0,8.0,3.0,4.0,5.0,5.0,4.0,1.0,6.0,8.0,7.0,5.0,7.0,5.0,5.0,7.0,6.0,8.0,8.0,8.0,8.0,7.0,8.0,4.0,8.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
29_2019-12-30,Yelena Kelleway,Igor Coates,3.0,5.0,1.0,3.0,1.0,5.0,3.0,3.0,4.0,5.0,1.0,1.0,5.0,1.0,2.0,4.0,1.0,2.0,6.0,4.0,4.0,6.0,5.0,6.0,8.0,6.0,5.0,8.0,6.0,8.0,5.0,5.0,5.0,8.0,6.0,6.0,4.0,8.0,8.0,8.0,4.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
29_2019-12-30,Lay Trosdall,Igor Coates,2.0,5.0,2.0,5.0,4.0,5.0,4.0,5.0,1.0,1.0,3.0,4.0,2.0,5.0,1.0,3.0,3.0,2.0,7.0,6.0,5.0,8.0,8.0,3.0,8.0,8.0,1.0,6.0,8.0,8.0,1.0,6.0,3.0,8.0,8.0,4.0,8.0,7.0,6.0,4.0,8.0,4.0,4.0,8.0,8.0,8.0,6.0,7.0,8.0,8.0,8.0,6.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0
29_2019-12-30,Kayle Ferenc,Igor Coates,2.0,6.0,4.0,1.0,3.0,4.0,1.0,3.0,4.0,1.0,5.0,1.0,1.0,6.0,2.0,3.0,1.0,3.0,8.0,6.0,8.0,3.0,6.0,6.0,7.0,8.0,8.0,2.0,8.0,2.0,8.0,8.0,5.0,6.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,6.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0
29_2019-12-30,Law Massen,Mohammad Velazquez,4.0,4.0,6.0,1.0,3.0,6.0,3.0,1.0,1.0,3.0,7.0,2.0,4.0,3.0,4.0,2.0,2.0,2.0,8.0,8.0,8.0,6.0,6.0,5.0,7.0,7.0,6.0,3.0,6.0,6.0,7.0,8.0,6.0,8.0,1.0,8.0,8.0,8.0,8.0,4.0,8.0,8.0,7.0,6.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0
29_2019-12-30,Aldridge Du Fray,Mohammad Velazquez,4.0,5.0,5.0,2.0,4.0,3.0,3.0,4.0,1.0,2.0,1.0,8.0,1.0,1.0,3.0,4.0,3.0,3.0,3.0,8.0,1.0,5.0,4.0,7.0,2.0,5.0,4.0,4.0,6.0,8.0,6.0,7.0,3.0,5.0,6.0,8.0,8.0,8.0,6.0,5.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,7.0,6.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0
29_2019-12-30,Horatio Christley,Mohammad Velazquez,3.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29_2019-12-30,Mellicent Desaur,Mohammad Velazquez,4.0,4.0,3.0,4.0,3.0,1.0,5.0,1.0,2.0,4.0,1.0,2.0,2.0,3.0,1.0,3.0,5.0,2.0,8.0,5.0,6.0,4.0,2.0,5.0,7.0,7.0,8.0,5.0,8.0,6.0,5.0,7.0,8.0,6.0,2.0,8.0,7.0,8.0,8.0,5.0,4.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
29_2019-12-30,Ludovico Orridge,Mohammad Velazquez,2.0,2.0,4.0,2.0,1.0,2.0,4.0,4.0,1.0,5.0,6.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,6.0,6.0,8.0,4.0,3.0,7.0,3.0,3.0,7.0,3.0,4.0,5.0,4.0,8.0,6.0,6.0,7.0,3.0,7.0,8.0,8.0,8.0,8.0,8.0,4.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0
29_2019-12-30,Chantal Mailes,Mohammad Velazquez,5.0,6.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,8.0,3.0,4.0,3.0,3.0,2.0,4.0,5.0,8.0,7.0,2.0,8.0,6.0,1.0,8.0,8.0,8.0,3.0,5.0,4.0,3.0,6.0,5.0,8.0,5.0,6.0,8.0,8.0,8.0,6.0,6.0,8.0,8.0,6.0,7.0,8.0,7.0,8.0,8.0,6.0,8.0,8.0,6.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0
29_2019-12-30,Fax Schankelborg,Mohammad Velazquez,7.0,6.0,5.0,2.0,2.0,2.0,4.0,1.0,3.0,1.0,4.0,4.0,2.0,6.0,2.0,1.0,4.0,4.0,8.0,8.0,8.0,8.0,4.0,5.0,1.0,5.0,3.0,8.0,8.0,7.0,8.0,6.0,5.0,3.0,5.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,6.0,8.0,8.0,8.0,8.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
29_2019-12-30,Kellie Tanguy,Mohammad Velazquez,2.0,4.0,1.0,4.0,3.0,2.0,4.0,3.0,2.0,4.0,4.0,2.0,1.0,1.0,4.0,7.0,5.0,3.0,4.0,3.0,4.0,6.0,7.0,4.0,6.0,7.0,8.0,4.0,8.0,5.0,4.0,5.0,5.0,6.0,7.0,8.0,8.0,8.0,4.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,8.0,8.0,7.0,6.0,7.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0
29_2019-12-30,Yalonda Beacom,Mohammad Velazquez,5.0,4.0,3.0,8.0,3.0,1.0,1.0,4.0,2.0,3.0,1.0,3.0,3.0,6.0,3.0,2.0,4.0,4.0,5.0,5.0,8.0,4.0,8.0,5.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,5.0,7.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0
29_2019-12-30,Tab Shitliff,Mohammad Velazquez,3.0,1.0,4.0,3.0,1.0,5.0,1.0,1.0,4.0,3.0,5.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,4.0,6.0,8.0,8.0,5.0,6.0,7.0,7.0,6.0,2.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,8.0,7.0,7.0,7.0,8.0,8.0,7.0,8.0,6.0,5.0,8.0,8.0,8.0,8.0,6.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
29_2019-12-30,Tobie Culcheth,Mohammad Velazquez,1.0,2.0,4.0,4.0,5.0,4.0,3.0,2.0,3.0,1.0,4.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,5.0,5.0,7.0,8.0,8.0,6.0,8.0,4.0,7.0,6.0,6.0,3.0,4.0,1.0,2.0,2.0,7.0,5.0,8.0,6.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
29_2019-12-30,Gerianne Bagge,Macey Broughton,2.0,2.0,4.0,4.0,2.0,3.0,4.0,1.0,6.0,2.0,5.0,2.0,3.0,7.0,2.0,1.0,2.0,1.0,8.0,6.0,7.0,4.0,8.0,4.0,4.0,3.0,6.0,7.0,6.0,8.0,8.0,6.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,
29_2019-12-30,William Tomlett,Macey Broughton,6.0,3.0,6.0,2.0,3.0,7.0,1.0,1.0,5.0,2.0,4.0,4.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,8.0,4.0,2.0,7.0,5.0,3.0,4.0,7.0,4.0,8.0,6.0,7.0,1.0,5.0,8.0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,,,,,,,,,,,,
